FP,Balanced Bagging Classifier,Weighted Decision Tree Classifier,Weighted XGBoost,Weighted Logistic Regression
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q1781_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<MONEY_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'1.0<YEAR_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<REASON_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<REASON_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q1781_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<REASON_2<2.0', '1.0<YEAR_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.11594202898550725,0.08695652173913043,0.07246376811594203,0.8043478260869565
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<Q1781_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<CONVERS_2<2.0', '0.0<Q76_2<2.0', '1.0<YEAR_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
"{'0.0<CONVERS_2<2.0', '1.0<YEAR_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q72_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.1223021582733813,0.09352517985611511,0.07913669064748201,0.8057553956834532
